,full_name,First_Name,Last_Name,occupation,city,state,show_number,date,winner_flg,final_score,Gender,Year,flag_female,flag_male
1848,Victoria Agrinya,Victoria,Agrinya,a 12-year-old,Woodbridge,Virginia,6951,2014-12-01,0,0,female,2014,1,0
1849,Zane Ice,Zane,Ice,a 12-year-old,West Palm Beach,Florida,6954,2014-12-04,1,29203,female,2014,1,0
1850,Courtney Jones,Courtney,Jones,a 12-year-old,Largo,Maryland,6954,2014-12-04,0,9202,female,2014,1,0
1851,Will Harter,Will,Harter,a 12-year-old,Park Ridge,Illinois,6951,2014-12-01,0,800,male,2014,0,1
1852,Devin Baker,Devin,Baker,a government secretary,Cincinnati,Ohio,6816,2014-04-14,0,8800,male,2014,0,1
1853,Elizabeth Scott-Jones,Elizabeth,Scott-Jones,a budget analyst,Riverside,California,6979,2015-01-08,0,100,female,2015,1,0
1855,Julia Collins,Julia,Collins,an administrator of a female-centric website,Wilmette,Illinois,7936,2019-02-25,1,15600,female,2019,1,0
1856,Ben Ingram,Ben,Ingram,a business technology integration consultant,Lake Wylie,South Carolina,7936,2019-02-25,1,15600,male,2019,0,1
1858,Rebecca Rosenthal,Rebecca,Rosenthal,a sophomore at Swarthmore College,Ridgewood,New Jersey,7741,2018-04-16,0,43600,female,2018,1,0
1859,Rebecca Rosenthal,Rebecca,Rosenthal,a sophomore at Swarthmore College,Ridgewood,New Jersey,7739,2018-04-12,1,26000,female,2018,1,0
1861,Larissa Kelly,Larissa,Kelly,an editor for academic competitions,Richmond,California,6808,2014-04-02,0,14799,female,2014,1,0
1862,Rachel Fabi,Rachel,Fabi,a professor of public health and bioethics,Syracuse,New York,7932,2019-02-19,0,5600,female,2019,1,0
1863,Rachel Fabi,Rachel,Fabi,a professor of public health and bioethics,Syracuse,New York,7931,2019-02-18,1,8400,female,2019,1,0
1864,Josh McIlvain,Josh,McIlvain,a home health aide,Syracuse,New York,6781,2014-02-24,0,0,male,2014,0,1
1865,Eric R. Backes,Eric,R.,an attorney and government relations professional,Round Rock,Texas,7930,2019-02-15,0,6199,male,2019,0,1
1866,Eric R. Backes,Eric,R.,an attorney and government relations professional,Round Rock,Texas,7929,2019-02-14,1,14401,male,2019,0,1
1867,Eric R. Backes,Eric,R.,an attorney and government relations professional,Round Rock,Texas,7928,2019-02-13,1,14300,male,2019,0,1
1868,Eric R. Backes,Eric,R.,an attorney and government relations professional,Round Rock,Texas,7927,2019-02-12,1,28900,male,2019,0,1
1869,Eric R. Backes,Eric,R.,an attorney and government relations professional,Round Rock,Texas,7926,2019-02-11,1,48001,male,2019,0,1
1870,Sanjiv Sarwate,Sanjiv,Sarwate,a trademark attorney,Round Rock,Texas,7290,2016-04-29,0,11401,male,2016,0,1
1871,Darin Brown,Darin,Brown,a trademark attorney,Louisville,Colorado,7180,2015-11-27,0,0,female,2015,1,0
1873,Marion Montgomery,Marion,Montgomery,a library assistant,Huntsville,Alabama,7460,2017-02-03,0,7900,female,2017,1,0
1874,Emma Florio,Emma,Florio,a library assistant,Hoffman Estates,Illinois,7516,2017-04-24,0,7800,female,2017,1,0
1875,Victoria Machado,Victoria,Machado,a library assistant,Burlingame,California,7081,2015-06-01,1,7600,female,2015,1,0
1876,Mark Smith,Mark,Smith,an environmental scientist,Salem,Ohio,7930,2019-02-15,0,6000,male,2019,0,1
1877,Susie Highley,Susie,Highley,an education consultant,McCordsville,Indiana,7928,2019-02-13,0,2600,female,2019,1,0
1878,Ellen Clark,Ellen,Clark,a sales support specialist,Virginia Beach,Virginia,7927,2019-02-12,0,10401,female,2019,1,0
1879,Doug Hartman,Doug,Hartman,a consulting engineer,Virginia Beach,Virginia,7385,2016-10-21,0,0,male,2016,0,1
1880,Doug Hartman,Doug,Hartman,a consulting engineer,Virginia Beach,Virginia,7384,2016-10-20,1,12400,male,2016,0,1
1881,Chris Giglio,Chris,Giglio,a Naval officer,Virginia Beach,Virginia,7245,2016-02-26,0,26800,male,2016,0,1
1882,Chris Giglio,Chris,Giglio,a Naval officer,Virginia Beach,Virginia,7244,2016-02-25,1,25800,male,2016,0,1
1883,Manny Abell,Manny,Abell,a Naval officer,Lacey,Washington,7613,2017-10-18,0,2000,female,2017,1,0
1884,Manny Abell,Manny,Abell,a Naval officer,Lacey,Washington,7612,2017-10-17,1,1,female,2017,1,0
1885,Manny Abell,Manny,Abell,a Naval officer,Lacey,Washington,7611,2017-10-16,1,25599,female,2017,1,0
1886,Manny Abell,Manny,Abell,a Naval officer,Lacey,Washington,7610,2017-10-13,1,17199,female,2017,1,0
1887,Brandon Beckler,Brandon,Beckler,a Naval officer,Honolulu,Hawaii,7465,2017-02-10,0,6799,male,2017,0,1
1888,Karen Bascom Lambiotte,Karen,Bascom,a science writer,Vicksburg,Mississippi,7926,2019-02-11,0,14000,female,2019,1,0
1889,Rebecca Nowack,Rebecca,Nowack,a government contractor,Leawood,Kansas,7925,2019-02-08,0,7000,female,2019,1,0
1890,Trevor Schultz,Trevor,Schultz,a government contractor,Goodyear,Arizona,7566,2017-07-03,0,22200,male,2017,0,1
1891,Terrie Vasilopoulos,Terrie,Vasilopoulos,an assistant professor,Gainesville,Florida,7869,2018-11-22,0,8200,female,2018,1,0
1892,Andrew Pau,Andrew,Pau,an assistant professor,Amherst,Ohio,7286,2016-04-25,0,28001,male,2016,0,1
1893,Andrew Pau,Andrew,Pau,an assistant professor,Amherst,Ohio,7285,2016-04-22,1,34001,male,2016,0,1
1894,Andrew Pau,Andrew,Pau,an assistant professor,Amherst,Ohio,7284,2016-04-21,1,12399,male,2016,0,1
1895,Andrew Pau,Andrew,Pau,an assistant professor,Amherst,Ohio,7283,2016-04-20,1,18600,male,2016,0,1
1896,Andrew Pau,Andrew,Pau,an assistant professor,Amherst,Ohio,7282,2016-04-19,1,40000,male,2016,0,1
1897,Andrew Pau,Andrew,Pau,an assistant professor,Amherst,Ohio,7281,2016-04-18,1,32801,male,2016,0,1
1898,Andrew Pau,Andrew,Pau,an assistant professor,Amherst,Ohio,7280,2016-04-15,1,32401,male,2016,0,1
1899,Shane Curtis,Shane,Curtis,an assistant professor,Lansing,Kansas,6918,2014-10-15,0,0,male,2014,0,1
1900,Shane Curtis,Shane,Curtis,an assistant professor,Lansing,Kansas,6918,2014-10-15,0,0,male,2014,0,1
1901,Shane Curtis,Shane,Curtis,an assistant professor,Lansing,Kansas,6917,2014-10-14,1,18000,male,2014,0,1
1902,Shane Curtis,Shane,Curtis,an assistant professor,Lansing,Kansas,6916,2014-10-13,1,5600,male,2014,0,1
1903,Shane Curtis,Shane,Curtis,an assistant professor,Lansing,Kansas,6915,2014-10-10,1,18401,male,2014,0,1
1904,Neel Kotra,Neel,Kotra,an environmental engineer and consultant,Gainesville,Florida,7811,2018-07-23,0,11550,female,2018,1,0
1906,Mike Dupée,Mike,Dupée,a post-graduate student,Gainesville,Florida,6790,2014-03-07,1,28300,male,2014,0,1
1907,John Fowle,John,Fowle,a landscaper,New Orleans,Louisiana,7922,2019-02-05,1,1000,male,2019,0,1
1908,Ray Coshow,Ray,Coshow,a landscaper,Sacramento,California,7801,2018-07-09,1,7000,male,2018,0,1
1909,Courtney Llewellyn,Courtney,Llewellyn,an assistant editor,New Orleans,Louisiana,7827,2018-09-25,0,7000,female,2018,1,0
1911,Michael Roy,Michael,Roy,a controls engineer,New Orleans,Louisiana,7486,2017-03-13,0,9201,male,2017,0,1
1912,Colin Utley,Colin,Utley,an operations and logistics manager,New Orleans,Louisiana,7432,2016-12-27,0,2,male,2016,0,1
1913,Todd Giese,Todd,Giese,a hotel front desk manager,New Orleans,Louisiana,7271,2016-04-04,0,11000,male,2016,0,1
1914,Todd Giese,Todd,Giese,a hotel front desk manager,New Orleans,Louisiana,7270,2016-04-01,1,8001,male,2016,0,1
1915,Todd Giese,Todd,Giese,a hotel front desk manager,New Orleans,Louisiana,7270,2016-04-01,1,8001,male,2016,0,1
1916,Todd Giese,Todd,Giese,a hotel front desk manager,New Orleans,Louisiana,7269,2016-03-31,1,22000,male,2016,0,1
1917,Todd Giese,Todd,Giese,a hotel front desk manager,New Orleans,Louisiana,7268,2016-03-30,1,20801,male,2016,0,1
1918,Todd Giese,Todd,Giese,a hotel front desk manager,New Orleans,Louisiana,7267,2016-03-29,1,31601,male,2016,0,1
1919,Ann Conger,Ann,Conger,a healthcare analyst,New Orleans,Louisiana,6957,2014-12-09,1,2800,female,2014,1,0
1920,Ann Conger,Ann,Conger,a healthcare analyst,New Orleans,Louisiana,6956,2014-12-08,1,7800,female,2014,1,0
1921,Ann Conger,Ann,Conger,a healthcare analyst,New Orleans,Louisiana,6950,2014-11-28,1,13999,female,2014,1,0
1922,Meghan Schulz,Meghan,Schulz,an environmental engineer,Bristol,Pennsylvania,7920,2019-02-01,1,31100,female,2019,1,0
1923,Meghan Schulz,Meghan,Schulz,an environmental engineer,Bristol,Pennsylvania,7919,2019-01-31,1,27190,female,2019,1,0
1924,Brianne Archer,Brianne,Archer,an environmental engineer,Bellflower,California,7118,2015-07-22,0,5566,female,2015,1,0
1925,Karen Gieger,Karen,Gieger,an accountant and mom,Mobile,Alabama,7920,2019-02-01,0,16800,female,2019,1,0
1926,Ed Hagar,Ed,Hagar,a director of compensation,Mobile,Alabama,6813,2014-04-09,0,6999,male,2014,0,1
1927,Joan Dietrich,Joan,Dietrich,a Montessori teacher,Sammamish,Washington,7919,2019-01-31,0,7500,female,2019,1,0
1928,Joan Dietrich,Joan,Dietrich,a Montessori teacher,Sammamish,Washington,7918,2019-01-30,1,21300,female,2019,1,0
1929,Carol Radlo,Carol,Radlo,a family practice physician,Sammamish,Washington,7872,2018-11-27,0,5900,female,2018,1,0
1930,Niki Peters,Niki,Peters,a sophomore at the University of California,Boise,Idaho,7235,2016-02-12,0,13050,female,2016,1,0
1931,Niki Peters,Niki,Peters,a sophomore at the University of California,Boise,Idaho,7234,2016-02-11,0,18600,female,2016,1,0
1932,Niki Peters,Niki,Peters,a sophomore at the University of California,Boise,Idaho,7231,2016-02-08,1,24900,female,2016,1,0
1933,Niki Peters,Niki,Peters,a sophomore at the University of California,Boise,Idaho,7230,2016-02-05,1,24400,female,2016,1,0
1934,Kevin Brown,Kevin,Brown,a senior at Louisiana State University,Boise,Idaho,7227,2016-02-02,0,14000,male,2016,0,1
1935,Steven Oppenheim,Steven,Oppenheim,a supply chain analyst,Shaker Heights,Ohio,7916,2019-01-28,1,31500,male,2019,0,1
1936,Steven Oppenheim,Steven,Oppenheim,a supply chain analyst,Shaker Heights,Ohio,7915,2019-01-25,1,33201,male,2019,0,1
1937,Hans Kamm,Hans,Kamm,a supply chain analyst,Fayetteville,Arkansas,7217,2016-01-19,0,4199,male,2016,0,1
1938,Dan Marsh,Dan,Marsh,a supply chain analyst,Corinth,Mississippi,7349,2016-07-21,0,8801,male,2016,0,1
1939,Tim Edwards,Tim,Edwards,a paralegal,Tulsa,Oklahoma,7913,2019-01-23,0,2399,male,2019,0,1
1940,Justin Moody,Justin,Moody,a paralegal,Durham,North Carolina,7809,2018-07-19,0,22399,male,2018,0,1
1941,Claire Tuley,Claire,Tuley,a paralegal,Chattanooga,Tennessee,6784,2014-02-27,0,8000,female,2014,1,0
1944,Brandon Barnes,Brandon,Barnes,a stock analyst,Tulsa,Oklahoma,7360,2016-09-16,0,0,male,2016,0,1
1945,Chris Lastrapes,Chris,Lastrapes,a business developer originally,Tulsa,Oklahoma,7158,2015-10-28,0,1700,male,2015,0,1
1946,Whitney Thompson,Whitney,Thompson,a junior at the University of Oklahoma,Tulsa,Oklahoma,6776,2014-02-17,1,393,male,2014,0,1
1947,John Presloid,John,Presloid,a microbiologist,Perrysburg,Ohio,7912,2019-01-22,0,14800,male,2019,0,1
1948,John Presloid,John,Presloid,a microbiologist,Perrysburg,Ohio,7911,2019-01-21,1,25000,male,2019,0,1
1949,John Presloid,John,Presloid,a microbiologist,Perrysburg,Ohio,7910,2019-01-18,1,30000,male,2019,0,1
1950,John Presloid,John,Presloid,a microbiologist,Perrysburg,Ohio,7909,2019-01-17,1,25200,male,2019,0,1
1951,John Presloid,John,Presloid,a microbiologist,Perrysburg,Ohio,7908,2019-01-16,1,12000,male,2019,0,1
1952,Lisa Schlitt,Lisa,Schlitt,a microbiologist,Berwyn,Pennsylvania,7629,2017-11-09,1,15400,female,2017,1,0
1953,Lisa Schlitt,Lisa,Schlitt,a microbiologist,Berwyn,Pennsylvania,7461,2017-02-06,0,0,female,2017,1,0
1954,Lisa Schlitt,Lisa,Schlitt,a microbiologist,Berwyn,Pennsylvania,7460,2017-02-03,1,26800,female,2017,1,0
1955,Lisa Schlitt,Lisa,Schlitt,a microbiologist,Berwyn,Pennsylvania,7459,2017-02-02,1,27300,female,2017,1,0
1956,Lisa Schlitt,Lisa,Schlitt,a microbiologist,Berwyn,Pennsylvania,7458,2017-02-01,1,20800,female,2017,1,0
1957,Lisa Schlitt,Lisa,Schlitt,a microbiologist,Berwyn,Pennsylvania,7457,2017-01-31,1,21200,female,2017,1,0
1958,Lisa Schlitt,Lisa,Schlitt,a microbiologist,Berwyn,Pennsylvania,7456,2017-01-30,1,15400,female,2017,1,0
1959,Lisa Schlitt,Lisa,Schlitt,a microbiologist,Berwyn,Pennsylvania,7455,2017-01-27,1,27600,female,2017,1,0
1960,Sarah Fremgen,Sarah,Fremgen,a microbiologist,Carrollton,Texas,6854,2014-06-05,0,16200,female,2014,1,0
1961,Sarah Fremgen,Sarah,Fremgen,a microbiologist,Carrollton,Texas,6853,2014-06-04,1,31400,female,2014,1,0
1962,Sarah Fremgen,Sarah,Fremgen,a microbiologist,Carrollton,Texas,6852,2014-06-03,1,21000,female,2014,1,0
1963,Megan Logsdon,Megan,Logsdon,a wildlife technician,Kernville,California,7910,2019-01-18,0,3300,female,2019,1,0
1964,Caroline Cawley,Caroline,Cawley,a research associate,San Mateo,California,7909,2019-01-17,0,11801,female,2019,1,0
1965,Jim Coder,Jim,Coder,a research associate,Bellefonte,Pennsylvania,7324,2016-06-16,0,3401,male,2016,0,1
1966,Jill Cochran,Jill,Cochran,a retired technical trainer,Huntington,West Virginia,7908,2019-01-16,0,7799,female,2019,1,0
1967,Kathleen Guess,Kathleen,Guess,a children's librarian,Marion,Kentucky,7907,2019-01-15,0,1087,female,2019,1,0
1968,Jesse Henning,Jesse,Henning,a children's librarian,Westerville,Ohio,6899,2014-09-18,0,100,male,2014,0,1
1969,Evan Beals,Evan,Beals,a salesman,Grand Rapids,Michigan,7907,2019-01-15,0,10000,male,2019,0,1
1970,Brennan Summers,Brennan,Summers,a food truck owner,Grand Rapids,Michigan,7654,2017-12-14,0,11000,male,2017,0,1
1971,Jessica Holloway,Jessica,Holloway,an art education student,The Woodlands,Texas,7904,2019-01-10,0,25600,female,2019,1,0
1972,Jessica Holloway,Jessica,Holloway,an art education student,The Woodlands,Texas,7903,2019-01-09,1,28400,female,2019,1,0
1973,Jessica Holloway,Jessica,Holloway,an art education student,The Woodlands,Texas,7902,2019-01-08,1,26001,female,2019,1,0
1974,Matt Sokol,Matt,Sokol,a gas turbine repair operations manager,The Woodlands,Texas,7558,2017-06-21,0,100,male,2017,0,1
1975,Shane Whitlock,Shane,Whitlock,a radiologist,Little Rock,Arkansas,6788,2014-03-05,0,7999,male,2014,0,1
1976,Evan Caris,Evan,Caris,a student and writer,Decatur,Georgia,7903,2019-01-09,0,2599,male,2019,0,1
1977,Jenica Jessen,Jenica,Jessen,a student and writer,Riverton,Utah,6928,2014-10-29,0,4800,female,2014,1,0
1978,Jenica Jessen,Jenica,Jessen,a student and writer,Riverton,Utah,6927,2014-10-28,1,19200,female,2014,1,0
1980,Lilly Chin,Lilly,Chin,a robotics Ph.D. student at MIT,Decatur,Georgia,7631,2017-11-13,0,800,female,2017,1,0
1981,Lilly Chin,Lilly,Chin,a robotics Ph.D. student at MIT,Decatur,Georgia,7631,2017-11-13,0,800,female,2017,1,0
1982,Lilly Chin,Lilly,Chin,a robotics Ph.D. student at MIT,Decatur,Georgia,7627,2017-11-07,0,12000,female,2017,1,0
1983,Lilly Chin,Lilly,Chin,a senior at MIT,Decatur,Georgia,7475,2017-02-24,1,20400,female,2017,1,0
1984,Lilly Chin,Lilly,Chin,a senior at MIT,Decatur,Georgia,7471,2017-02-20,1,22801,female,2017,1,0
1985,Lilly Chin,Lilly,Chin,a senior at MIT,Decatur,Georgia,7466,2017-02-13,1,24399,female,2017,1,0
1986,Claudia Stucke,Claudia,Stucke,a former writer and high school English teacher,Decatur,Georgia,7264,2016-03-24,0,4999,female,2016,1,0
1987,Claudia Stucke,Claudia,Stucke,a former writer and high school English teacher,Decatur,Georgia,7263,2016-03-23,1,11800,female,2016,1,0
1988,Claudia Stucke,Claudia,Stucke,a former writer and high school English teacher,Decatur,Georgia,7262,2016-03-22,1,18800,female,2016,1,0
1989,Steve Stoffle,Steve,Stoffle,a leadership trainer,Decatur,Georgia,7261,2016-03-21,0,13599,male,2016,0,1
1990,Steve Stoffle,Steve,Stoffle,a leadership trainer,Decatur,Georgia,7260,2016-03-18,1,17599,male,2016,0,1
1991,Kay Thanaporn,Kay,Thanaporn,a health care consultant,Decatur,Georgia,6876,2014-07-07,0,600,male,2014,0,1
1992,Kay Thanaporn,Kay,Thanaporn,a health care consultant,Decatur,Georgia,6875,2014-07-04,1,33199,male,2014,0,1
1993,Jeff Spiess,Jeff,Spiess,a hospice physician,Bay Village,Ohio,7902,2019-01-08,0,25950,male,2019,0,1
1994,Meredith MacVittie,Meredith,MacVittie,a marketing strategist,Ambler,Pennsylvania,7901,2019-01-07,1,6002,female,2019,1,0
1995,Jane Longacre,Jane,Longacre,a pediatrician,Ambler,Pennsylvania,7078,2015-05-27,0,-2000,female,2015,1,0
1996,Eric Dravland,Eric,Dravland,a pediatrician,Lenoir,North Carolina,7648,2017-12-06,0,0,male,2017,0,1
1997,Carolyn Riegle,Carolyn,Riegle,a pediatrician,Norfolk,Virginia,7347,2016-07-19,0,7000,female,2016,1,0
1998,Robert Perez,Robert,Perez,a proposal manager,Fairfield,Iowa,7900,2019-01-04,0,8000,male,2019,0,1
1999,Cade Varnado,Cade,Varnado,an English instructor,Richmond,Virginia,7899,2019-01-03,0,20200,male,2019,0,1
2002,Pasha Paterson,Pasha,Paterson,a senior computer science researcher,Richmond,Virginia,7598,2017-09-27,0,6650,male,2017,0,1
2003,Sarah Edwards,Sarah,Edwards,a museum docent originally,Richmond,Virginia,7281,2016-04-18,0,22601,female,2016,1,0
2004,Ben Almoite,Ben,Almoite,a government and law librarian,Richmond,Virginia,7214,2016-01-14,0,0,male,2016,0,1
2005,Nikhil Neelakantan,Nikhil,Neelakantan,an operations analyst,Richmond,Virginia,7050,2015-04-17,0,2999,male,2015,0,1
2006,Brennan Bushee,Brennan,Bushee,an operations analyst,Malden,Massachusetts,7096,2015-06-22,0,16800,male,2015,0,1
2007,Brennan Bushee,Brennan,Bushee,an operations analyst,Malden,Massachusetts,7095,2015-06-19,1,24001,male,2015,0,1
2008,Brennan Bushee,Brennan,Bushee,an operations analyst,Malden,Massachusetts,7094,2015-06-18,1,17201,male,2015,0,1
2009,Brennan Bushee,Brennan,Bushee,an operations analyst,Malden,Massachusetts,7093,2015-06-17,1,28000,male,2015,0,1
2010,Brennan Bushee,Brennan,Bushee,an operations analyst,Malden,Massachusetts,7092,2015-06-16,1,30001,male,2015,0,1
2011,Brennan Bushee,Brennan,Bushee,an operations analyst,Malden,Massachusetts,7091,2015-06-15,1,27201,male,2015,0,1
2012,Jordan Skidmore,Jordan,Skidmore,a chef,Dublin,California,7898,2019-01-02,0,400,male,2019,0,1
2013,Greg Seroka,Greg,Seroka,a chef,Steamboat Springs,Colorado,7061,2015-05-04,0,7,male,2015,0,1
2014,Greg Seroka,Greg,Seroka,a chef,Steamboat Springs,Colorado,7060,2015-05-01,1,29601,male,2015,0,1
2015,Greg Seroka,Greg,Seroka,a chef,Steamboat Springs,Colorado,7059,2015-04-30,1,17600,male,2015,0,1
2016,Greg Seroka,Greg,Seroka,a chef,Steamboat Springs,Colorado,7058,2015-04-29,1,25000,male,2015,0,1
2017,Greg Seroka,Greg,Seroka,a chef,Steamboat Springs,Colorado,7057,2015-04-28,1,28400,male,2015,0,1
2018,Greg Seroka,Greg,Seroka,a chef,Steamboat Springs,Colorado,7056,2015-04-27,1,19199,male,2015,0,1
2019,Greg Seroka,Greg,Seroka,a chef,Steamboat Springs,Colorado,7055,2015-04-24,1,35200,male,2015,0,1
2020,Greg Seroka,Greg,Seroka,a chef,Steamboat Springs,Colorado,7054,2015-04-23,1,25401,male,2015,0,1
2021,Jan Corsetty,Jan,Corsetty,a database administrator,North Potomac,Maryland,7896,2018-12-31,0,0,male,2018,0,1
2022,Kathryn Kienholz,Kathryn,Kienholz,a retired CPA,Milltown,Wisconsin,7895,2018-12-28,0,1,female,2018,1,0
2023,Kathryn Kienholz,Kathryn,Kienholz,a retired CPA,Milltown,Wisconsin,7894,2018-12-27,1,22000,female,2018,1,0
2024,Heath Herel,Heath,Herel,a ScrumMaster,Niantic,Connecticut,7894,2018-12-27,0,15000,male,2018,0,1
2025,Susan Donnelly-Kaye,Susan,Donnelly-Kaye,a retired pathologist,Wilmington,Delaware,7833,2018-10-03,0,4200,female,2018,1,0
2026,Jane Joseph,Jane,Joseph,a bond analyst,Wilmington,Delaware,7509,2017-04-13,0,8600,female,2017,1,0
2027,Jane Joseph,Jane,Joseph,a bond analyst,Wilmington,Delaware,7508,2017-04-12,1,17402,female,2017,1,0
2028,Mohan Malhotra,Mohan,Malhotra,a freshman at NYU,Wilmington,Delaware,7472,2017-02-21,0,2399,male,2017,0,1
2029,Mohan Malhotra,Mohan,Malhotra,a freshman at NYU,Wilmington,Delaware,7469,2017-02-16,1,15600,male,2017,0,1
2030,Sam Stubblefield,Sam,Stubblefield,a hospital pediatrician,Wilmington,Delaware,7164,2015-11-05,0,20641,male,2015,0,1
2031,Sam Stubblefield,Sam,Stubblefield,a hospital pediatrician,Wilmington,Delaware,7163,2015-11-04,1,27601,male,2015,0,1
2032,Jim Hamilton,Jim,Hamilton,a risk manager,Wilmington,Delaware,6919,2014-10-16,0,3600,male,2014,0,1
2034,Margie Eulner Ott,Margie,Eulner,a consultant and rideshare driver,Bethesda,Maryland,7374,2016-10-06,0,0,female,2016,1,0
2035,Margie Eulner Ott,Margie,Eulner,a consultant and rideshare driver,Bethesda,Maryland,7373,2016-10-05,1,34000,female,2016,1,0
2036,Sam Deutsch,Sam,Deutsch,a junior at the University of Southern California,Bethesda,Maryland,7235,2016-02-12,1,17200,male,2016,0,1
2037,Sam Deutsch,Sam,Deutsch,a junior at the University of Southern California,Bethesda,Maryland,7234,2016-02-11,1,22000,male,2016,0,1
2038,Sam Deutsch,Sam,Deutsch,a junior at the University of Southern California,Bethesda,Maryland,7228,2016-02-03,1,14401,male,2016,0,1
2039,Noah Cowan,Noah,Cowan,a freshman at Brown University,Bethesda,Maryland,7230,2016-02-05,0,13000,male,2016,0,1
2045,Conor McMahon,Conor,McMahon,a museum curator,Rapid City,South Dakota,7887,2018-12-18,0,24000,male,2018,0,1
2046,Kathy Haas,Kathy,Haas,a museum curator,Haddonfield,New Jersey,6855,2014-06-06,0,2400,female,2014,1,0
2047,Alison Maguire-Powell,Alison,Maguire-Powell,a middle school band director,Denton,Texas,7482,2017-03-07,0,0,female,2017,1,0
2048,Alison Maguire-Powell,Alison,Maguire-Powell,a middle school band director,Denton,Texas,7481,2017-03-06,1,23200,female,2017,1,0
2049,Silvia Lesko,Silvia,Lesko,a director of religious education,Denton,Texas,6907,2014-09-30,0,1000,female,2014,1,0
2050,Alex Cervenak,Alex,Cervenak,a historical interpreter,Hamtramck,Michigan,7886,2018-12-17,0,2800,male,2018,0,1
2051,Noah Link,Noah,Link,an organic farmer,Detroit,Michigan,7885,2018-12-14,0,11111,male,2018,0,1
2052,Greg Seroka,Greg,Seroka,a chef originally,Detroit,Michigan,7167,2015-11-10,0,11500,male,2015,0,1
2053,Lindsay Townes,Lindsay,Townes,a Ph.D. candidate in epidemiology,Detroit,Michigan,7140,2015-10-02,1,6500,female,2015,1,0
2055,Mary Kate Moriarty,Mary,Kate,a dentist,Dumfries,Virginia,7884,2018-12-13,0,-400,female,2018,1,0
2056,Dylan Gaillard,Dylan,Gaillard,a dentist,Omaha,Nebraska,6847,2014-05-27,0,4390,male,2014,0,1
2057,Natalie Ballas,Natalie,Ballas,a dentist,Tualatin,Oregon,7662,2017-12-26,0,3800,female,2017,1,0
2058,Natalie Ballas,Natalie,Ballas,a dentist,Tualatin,Oregon,7661,2017-12-25,1,12400,female,2017,1,0
2059,Francesco Caporusso,Francesco,Caporusso,a technical support analyst,Lititz,Pennsylvania,7882,2018-12-11,0,19500,male,2018,0,1
2060,Francesco Caporusso,Francesco,Caporusso,a technical support analyst,Lititz,Pennsylvania,7881,2018-12-10,1,24801,male,2018,0,1
2062,Maria Pecoraro,Maria,Pecoraro,a teacher and learning support specialist,New Haven,Connecticut,7686,2018-01-29,0,11000,female,2018,1,0
2063,Liz Miles,Liz,Miles,a doctoral candidate in anthropology,New Haven,Connecticut,7313,2016-06-01,0,4600,female,2016,1,0
2064,Wendy Hardenberg,Wendy,Hardenberg,a university librarian,New Haven,Connecticut,6850,2014-05-30,0,16201,female,2014,1,0
2065,Amy David,Amy,David,a professor of management,Lafayette,Indiana,7878,2018-12-05,0,2600,female,2018,1,0
2066,Stan Jastrzebski,Stan,Jastrzebski,a broadcast journalist,Lafayette,Indiana,7552,2017-06-13,0,5200,male,2017,0,1
2068,Doug Behrend,Doug,Behrend,a college professor,Fayetteville,Arkansas,7266,2016-03-28,1,22900,male,2016,0,1
2069,Doug Behrend,Doug,Behrend,a college professor,Fayetteville,Arkansas,7265,2016-03-25,1,16401,male,2016,0,1
2070,Travis Darling,Travis,Darling,a customer service manager,Norman,Oklahoma,6958,2014-12-10,1,0,male,2014,0,1
2071,Tracy McCarthy,Tracy,McCarthy,a customer service manager,Vista,California,7120,2015-07-24,0,0,female,2015,1,0
2072,Phil Tompkins,Phil,Tompkins,a portable restroom service technician,Hammond,Indiana,7874,2018-11-29,0,3599,male,2018,0,1
2073,Dylan Hamilton,Dylan,Hamilton,a pediatric dentist,Durham,North Carolina,7873,2018-11-28,0,-800,male,2018,0,1
2074,Dylan Hamilton,Dylan,Hamilton,a pediatric dentist,Durham,North Carolina,7872,2018-11-27,1,16399,male,2018,0,1
2075,Dylan Hamilton,Dylan,Hamilton,a pediatric dentist,Durham,North Carolina,7871,2018-11-26,1,9199,male,2018,0,1
2076,Robin Devereux,Robin,Devereux,an art dealer,Durham,North Carolina,7494,2017-03-23,0,3599,male,2017,0,1
2077,Charles Brower,Charles,Brower,a senior managing editor,Durham,North Carolina,6935,2014-11-07,0,7500,male,2014,0,1
2078,Charles Brower,Charles,Brower,a senior managing editor,Durham,North Carolina,6934,2014-11-06,1,20400,male,2014,0,1
2079,Bridget Sullivan,Bridget,Sullivan,a telemetry technician,Butte,Montana,7871,2018-11-26,0,1242,female,2018,1,0
2080,Mary Ann Borer,Mary,Ann,a marketing coordinator,Pomona,California,7870,2018-11-23,0,16200,female,2018,1,0
2081,Mary Ann Borer,Mary,Ann,a marketing coordinator,Pomona,California,7869,2018-11-22,1,18700,female,2018,1,0
2082,Mary Ann Borer,Mary,Ann,a marketing coordinator,Pomona,California,7868,2018-11-21,1,14400,female,2018,1,0
2083,Mary Ann Borer,Mary,Ann,a marketing coordinator,Pomona,California,7857,2018-11-06,1,15200,female,2018,1,0
2084,Mary Ann Borer,Mary,Ann,a marketing coordinator,Pomona,California,7856,2018-11-05,1,38200,female,2018,1,0
2085,Jennifer Hoosier,Jennifer,Hoosier,a university administrator,Tucker,Georgia,7870,2018-11-23,0,6400,female,2018,1,0
